provider,locale,category,publishedAt,title,link,sourceName,language,description
google,en,finance,2026-04-22T11:18:56Z,"Gold and silver prices today, Wednesday, April 22: Prices open at their lowest levels in a week - Yahoo Finance",https://news.google.com/rss/articles/CBMi_AFBVV95cUxORXVlalhlRGdHSDFWWmVkdW9vQlpGbGxSZ1lBQ0gzVVNQcEFXdTJhdnBMTlVEV2lYd05EV3lWbTZhODkyRjY2eEVlX3N1aWcxWGFaSXZqWnFvQ2ZkZzhRcnRoRmNPX3NZNWJ6NmRTbnZoSm5nLXlTd3VSRUFvV0lnalNfaEtGTXRZMkFremhBNnhRRzBVZ2o5Q08wN2lJMXBLU1gwdG9BZmZJbzN4aEVra2ktc0x3MHktSmRkOTZPNVVHWEQ3QVFrWUdLenB1NTl1aUdsUk9uanc0clYwOUlOQm4wa0FXbVdNaTJqbDFsY1gyaEk5azFHTXhwdFo?oc=5,Yahoo Finance,en,"<a href=""https://news.google.com/rss/articles/CBMi_AFBVV95cUxORXVlalhlRGdHSDFWWmVkdW9vQlpGbGxSZ1lBQ0gzVVNQcEFXdTJhdnBMTlVEV2lYd05EV3lWbTZhODkyRjY2eEVlX3N1aWcxWGFaSXZqWnFvQ2ZkZzhRcnRoRmNPX3NZNWJ6NmRTbnZoSm5nLXlTd3VSRUFvV0lnalNfaEtGTXRZMkFremhBNnhRRzBVZ2o5Q08wN2lJMXBLU1gwdG9BZmZJbzN4aEVra2ktc0x3MHktSmRkOTZPNVVHWEQ3QVFrWUdLenB1NTl1aUdsUk9uanc0clYwOUlOQm4wa0FXbVdNaTJqbDFsY1gyaEk5azFHTXhwdFo?oc=5"" target=""_blank"">Gold and silver prices today, Wednesday, April 22: Prices open at their lowest levels in a week</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>"
google,tr,finance,2026-04-22T11:16:47Z,"Healthcare Services Group kazançta beklentileri aştı, hisse %3 yükseldi Yazar Investing.com - Investing.com Türkiye",https://news.google.com/rss/articles/CBMivAFBVV95cUxOeDEzMVdIeU9zaE1xY3FUZWlQSks3UXFnTHQ4RVlKZTlOOVhsbGVOdTBNcmlmbF9xZ3p3Q2wtTmQ3ZWlsVkUzLTZDZ1RRbVhaRGNFclpqRjhBaG1pYk42QkRud09yaW1TYV9yanpYeGoxRW9RNkFiNHBJd2RSQ19Eckx4ekRBaFNucU5SSERoSE4yRWVuMmNucDRzXzdONkJCWmxQbXVSUHpsZmlJTHN6Q3VjU2dqZWpCbVhtLQ?oc=5,Investing.com Türkiye,tr,"<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxOeDEzMVdIeU9zaE1xY3FUZWlQSks3UXFnTHQ4RVlKZTlOOVhsbGVOdTBNcmlmbF9xZ3p3Q2wtTmQ3ZWlsVkUzLTZDZ1RRbVhaRGNFclpqRjhBaG1pYk42QkRud09yaW1TYV9yanpYeGoxRW9RNkFiNHBJd2RSQ19Eckx4ekRBaFNucU5SSERoSE4yRWVuMmNucDRzXzdONkJCWmxQbXVSUHpsZmlJTHN6Q3VjU2dqZWpCbVhtLQ?oc=5"" target=""_blank"">Healthcare Services Group kazançta beklentileri aştı, hisse %3 yükseldi Yazar Investing.com</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investing.com Türkiye</font>"
google,en,finance,2026-04-22T11:10:00Z,Maritime Security Services Market Report 2026 - Yahoo Finance UK,https://news.google.com/rss/articles/CBMikwFBVV95cUxPV3N4VTJ4VTYtQ0g3MC0yRmRWTEZNSzc3Q25yS2Nsbm5Cc3hYbDJGdnVNRDg1dkl0UW10RnAtaXIxbThYamZFZEFIMkJKREsxQUplTHgxbXhKNW5xWVRzTk1va1FNSXVJYTBOd25BZGJOV3RCTmh5NUpCazhzRFIwOGpsNHZyTS0tNWFsRlZ3RVNrVVE?oc=5,Yahoo Finance UK,en,"<a href=""https://news.google.com/rss/articles/CBMikwFBVV95cUxPV3N4VTJ4VTYtQ0g3MC0yRmRWTEZNSzc3Q25yS2Nsbm5Cc3hYbDJGdnVNRDg1dkl0UW10RnAtaXIxbThYamZFZEFIMkJKREsxQUplTHgxbXhKNW5xWVRzTk1va1FNSXVJYTBOd25BZGJOV3RCTmh5NUpCazhzRFIwOGpsNHZyTS0tNWFsRlZ3RVNrVVE?oc=5"" target=""_blank"">Maritime Security Services Market Report 2026</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance UK</font>"
yahoo,en,finance,2026-04-22T11:07:30Z,Daily Spotlight: Consumers Remain Resilient,https://finance.yahoo.com/research/reports/ARGUS_46811_MarketOutlook_1776856050000?yptr=yahoo&ncid=yahooproperties_plusresear_nm5q6ze1cei,Argus Research,unknown,
google,en,finance,2026-04-22T11:07:18Z,Car finance compensation scheme faces challenge and delay - BBC,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9sTG4wNml4U1RvZldTWTAxUUdMN09HVDRobjdFczNzWGZGckUwMFVBcHRNRFZEWDEwUUVHWV9IV3RiMFdIeVRqMktPWGhXdDMteW1CZG9HMXN5UQ?oc=5,BBC,en,"<a href=""https://news.google.com/rss/articles/CBMiWkFVX3lxTE9sTG4wNml4U1RvZldTWTAxUUdMN09HVDRobjdFczNzWGZGckUwMFVBcHRNRFZEWDEwUUVHWV9IV3RiMFdIeVRqMktPWGhXdDMteW1CZG9HMXN5UQ?oc=5"" target=""_blank"">Car finance compensation scheme faces challenge and delay</a>&nbsp;&nbsp;<font color=""#6f6f6f"">BBC</font>"
yahoo,en,finance,2026-04-22T11:06:57Z,Technical Assessment: Bullish in the Intermediate-Term,https://finance.yahoo.com/research/reports/ARGUS_46810_TechnicalAnalysis_1776856017000?yptr=yahoo&ncid=yahooproperties_plusresear_nm5q6ze1cei,Argus Research,unknown,
yahoo,en,finance,2026-04-22T11:02:47Z,Analyst Report: Genuine Parts Co,https://finance.yahoo.com/research/reports/ARGUS_3015_AnalystReport_1776855767000?yptr=yahoo&ncid=yahooproperties_plusresear_nm5q6ze1cei,Argus Research,unknown,
yahoo,en,finance,2026-04-22T11:02:47Z,Analyst Report: Thomson-Reuters Corp,https://finance.yahoo.com/research/reports/ARGUS_5121_AnalystReport_1776855767000?yptr=yahoo&ncid=yahooproperties_plusresear_nm5q6ze1cei,Argus Research,unknown,
yahoo,en,finance,2026-04-22T11:02:47Z,Analyst Report: Unitedhealth Group Inc,https://finance.yahoo.com/research/reports/ARGUS_3479_AnalystReport_1776855767000?yptr=yahoo&ncid=yahooproperties_plusresear_nm5q6ze1cei,Argus Research,unknown,
google,en,finance,2026-04-22T11:02:39Z,"Best Buy taps insider Jason Bonfig as new CEO, Corie Barry steps down - Yahoo Finance",https://news.google.com/rss/articles/CBMitAFBVV95cUxOaXdveW1KOG9ieHJ0bWMtTVRMQzFZbFFZQnFRZFgxelNOU05IR3hEV3V0SHp5OGhuV1RZOHhFQkl0S1dIMXV4YWV4OXVmQnZRNGt6RnJHV0ExaW5rMmhXYjFfcHdKZFB3NURWUU1ZZ3BDRmNlY2MzN1NCcTV5TUdNNTlQX0lkdC1ILWRadjR3Mk8xNGE5QnI5aGNPdGxCT19KR1lwS3ZDZU0yQ3J0QW9lUXEyb3A?oc=5,Yahoo Finance,en,"<a href=""https://news.google.com/rss/articles/CBMitAFBVV95cUxOaXdveW1KOG9ieHJ0bWMtTVRMQzFZbFFZQnFRZFgxelNOU05IR3hEV3V0SHp5OGhuV1RZOHhFQkl0S1dIMXV4YWV4OXVmQnZRNGt6RnJHV0ExaW5rMmhXYjFfcHdKZFB3NURWUU1ZZ3BDRmNlY2MzN1NCcTV5TUdNNTlQX0lkdC1ILWRadjR3Mk8xNGE5QnI5aGNPdGxCT19KR1lwS3ZDZU0yQ3J0QW9lUXEyb3A?oc=5"" target=""_blank"">Best Buy taps insider Jason Bonfig as new CEO, Corie Barry steps down</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>"
google,en,finance,2026-04-22T11:01:44Z,The AI trade is back on - Axios,https://news.google.com/rss/articles/CBMiaEFVX3lxTE5JWl9rYXQ0NnZQWFdnWjYydDNXVjQtc21SVGtXWUVIUlhONHJ4eVBYYnU5ZnNTQzduYXlLdzFUVFRIZWljUGR5QkRYdWM1ZnIybjd4bDlEUERlM0JTTEZwdUtucks2Tk1F?oc=5,Axios,unknown,"<a href=""https://news.google.com/rss/articles/CBMiaEFVX3lxTE5JWl9rYXQ0NnZQWFdnWjYydDNXVjQtc21SVGtXWUVIUlhONHJ4eVBYYnU5ZnNTQzduYXlLdzFUVFRIZWljUGR5QkRYdWM1ZnIybjd4bDlEUERlM0JTTEZwdUtucks2Tk1F?oc=5"" target=""_blank"">The AI trade is back on</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Axios</font>"
google,en,finance,2026-04-22T11:00:00Z,Exclusive | How Mighty Capital Overcame a Tough Market to Raise a New Fund - WSJ,https://news.google.com/rss/articles/CBMirwFBVV95cUxNS3BwcnhtNWRqQXNvOFZuMk56dDR3SUh6VHoyb01oYXZ4TjhuZnFSVUZiZUoyZ3REQzdudlViRHFYSzRqWHF5V3c5c0VZczRsb1pqOWh0eEFkUUJTcW9Qa1RKYmFrckVoZXlacjZHek1pdkh0Z2hyOVdZWkZlSGU3V3l3STBna2ppbmlLRFM4SW1mbjA4bzFJVjU1OFpQNUg1TWtPbUd3SjVYZS1ST3pv?oc=5,WSJ,en,"<a href=""https://news.google.com/rss/articles/CBMirwFBVV95cUxNS3BwcnhtNWRqQXNvOFZuMk56dDR3SUh6VHoyb01oYXZ4TjhuZnFSVUZiZUoyZ3REQzdudlViRHFYSzRqWHF5V3c5c0VZczRsb1pqOWh0eEFkUUJTcW9Qa1RKYmFrckVoZXlacjZHek1pdkh0Z2hyOVdZWkZlSGU3V3l3STBna2ppbmlLRFM4SW1mbjA4bzFJVjU1OFpQNUg1TWtPbUd3SjVYZS1ST3pv?oc=5"" target=""_blank"">Exclusive | How Mighty Capital Overcame a Tough Market to Raise a New Fund</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WSJ</font>"
google,en,finance,2026-04-22T11:00:00Z,Here's How Much Intel Stock Is Expected to Move After Earnings - Yahoo Finance,https://news.google.com/rss/articles/CBMinAFBVV95cUxNSlliVGRVejZQajBQZE5QcWRQYnJjQk9ZQnFsazlfOTRDeXQ2c3Z6d0d1dGJPVWpEVDhBanhxT1hOaXA3TVV0eGJxTVBicThrRVFPd28td3hjbkg3X3JfYUIzU3U4X3JXaV9TRDFGVDVtZktJb0JWUjN4VE1LRVB5NV9aRWlmZmhmWFVTckFONnpEUmFjNWFhT1hhbVI?oc=5,Yahoo Finance,en,"<a href=""https://news.google.com/rss/articles/CBMinAFBVV95cUxNSlliVGRVejZQajBQZE5QcWRQYnJjQk9ZQnFsazlfOTRDeXQ2c3Z6d0d1dGJPVWpEVDhBanhxT1hOaXA3TVV0eGJxTVBicThrRVFPd28td3hjbkg3X3JfYUIzU3U4X3JXaV9TRDFGVDVtZktJb0JWUjN4VE1LRVB5NV9aRWlmZmhmWFVTckFONnpEUmFjNWFhT1hhbVI?oc=5"" target=""_blank"">Here's How Much Intel Stock Is Expected to Move After Earnings</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>"
google,en,finance,2026-04-22T10:54:16Z,Morning Bid: Another deadline dodged - Reuters,https://news.google.com/rss/articles/CBMiggFBVV95cUxQRWRfMlBnM2RELUR4VjNzN2xnQnJFek51am90T1ViallfY3BpNzFOYXFINmY5MFo2QWx1VGYtOHlsYUJVWFh5RlBOWkZVQjJhcXA4cDlpV1RTUXFUc3B2Y2FfT2ZTdjdRV2I2YXZheXBqbG43ODl2YWNZcms0ZTZlOFpB?oc=5,Reuters,unknown,"<a href=""https://news.google.com/rss/articles/CBMiggFBVV95cUxQRWRfMlBnM2RELUR4VjNzN2xnQnJFek51am90T1ViallfY3BpNzFOYXFINmY5MFo2QWx1VGYtOHlsYUJVWFh5RlBOWkZVQjJhcXA4cDlpV1RTUXFUc3B2Y2FfT2ZTdjdRV2I2YXZheXBqbG43ODl2YWNZcms0ZTZlOFpB?oc=5"" target=""_blank"">Morning Bid: Another deadline dodged</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>"
google,en,finance,2026-04-22T10:54:00Z,Prediction: Palantir Stock Could Fall 80% Further - Yahoo Finance,https://news.google.com/rss/articles/CBMiowFBVV95cUxQaXdUT0s5eVc2VkRqZm1lWVpuZHRxRFBkc1JIWU9RSTBHQ3M5QWFBbjVDVzkwczdIVmRleHgwTU5YYjJwMHlSVE5qYWlsdmFjSW9pZ1l0YmYyS1ZVVXdqdXJUbDd0TGV4X0pqS1lGcThwbXRBXzgySlBfejIweC1JbUtOSTZKOFNaQk5GS1lZaXNLTzlmYktfWGxxZ3dFRDJxc0I4?oc=5,Yahoo Finance,en,"<a href=""https://news.google.com/rss/articles/CBMiowFBVV95cUxQaXdUT0s5eVc2VkRqZm1lWVpuZHRxRFBkc1JIWU9RSTBHQ3M5QWFBbjVDVzkwczdIVmRleHgwTU5YYjJwMHlSVE5qYWlsdmFjSW9pZ1l0YmYyS1ZVVXdqdXJUbDd0TGV4X0pqS1lGcThwbXRBXzgySlBfejIweC1JbUtOSTZKOFNaQk5GS1lZaXNLTzlmYktfWGxxZ3dFRDJxc0I4?oc=5"" target=""_blank"">Prediction: Palantir Stock Could Fall 80% Further</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>"
google,en,finance,2026-04-22T10:53:04Z,Stock futures rise after Trump extends ceasefire with Iran - CNBC,https://news.google.com/rss/articles/CBMiowFBVV95cUxNSGd2bVpkVXk2RndPNEM2SVUyQTQxSWJCMXRIV2t0N2FtMUFUZHlnd2tqRXowdndTT2dlbVBTaklzenZRWkk4LVhPRTNvWV80RHBUUlN4RUhFa050MmUzOHpZSVJBdW9faW0xX0lXdFlJM2lCVWZmYmNkRVpTbHpBbFJTM3NfejFrRE1zMkppZjFWb1JNNVBYWk5wdjRaYWw3VVhn?oc=5,CNBC,en,"<a href=""https://news.google.com/rss/articles/CBMiowFBVV95cUxNSGd2bVpkVXk2RndPNEM2SVUyQTQxSWJCMXRIV2t0N2FtMUFUZHlnd2tqRXowdndTT2dlbVBTaklzenZRWkk4LVhPRTNvWV80RHBUUlN4RUhFa050MmUzOHpZSVJBdW9faW0xX0lXdFlJM2lCVWZmYmNkRVpTbHpBbFJTM3NfejFrRE1zMkppZjFWb1JNNVBYWk5wdjRaYWw3VVhn?oc=5"" target=""_blank"">Stock futures rise after Trump extends ceasefire with Iran</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNBC</font>"
google,en,finance,2026-04-22T10:52:00Z,California EV sales plummet to lowest market share since 2021 - E&E News by POLITICO,https://news.google.com/rss/articles/CBMimgFBVV95cUxPNEdDU2MtQUo1REN0dTNvem15SVBqV2tjVmtWWU1ZaG9VRjVvbDE3bmFrWmlQN04taDZBNW9QNVE2WlhTb1NQYWk1clpkWmQ2aDlQVkU1NmdlbVM5M05tYWRWYldTOUYzOEVONlhoRUQ0S0JWc2duTXN2SEdMWnlGbDNYazNiVFpmNVNwd1U4a3NjRkkyMTRyM0xR?oc=5,E&E News by POLITICO,en,"<a href=""https://news.google.com/rss/articles/CBMimgFBVV95cUxPNEdDU2MtQUo1REN0dTNvem15SVBqV2tjVmtWWU1ZaG9VRjVvbDE3bmFrWmlQN04taDZBNW9QNVE2WlhTb1NQYWk1clpkWmQ2aDlQVkU1NmdlbVM5M05tYWRWYldTOUYzOEVONlhoRUQ0S0JWc2duTXN2SEdMWnlGbDNYazNiVFpmNVNwd1U4a3NjRkkyMTRyM0xR?oc=5"" target=""_blank"">California EV sales plummet to lowest market share since 2021</a>&nbsp;&nbsp;<font color=""#6f6f6f"">E&E News by POLITICO</font>"
google,tr,finance,2026-04-22T10:50:36Z,ForInvest Haber borsa kapanış tahmini anketi sonuçlandı - Foreks,https://news.google.com/rss/articles/CBMi8AFBVV95cUxOdW53UVhuYXlhTEY3V1pZV00yV3RINFJvbi1TY0M3ajBlTVJqYXlTUzloMTlTQnVScThGTHU2cDVVV19oSktDakE1T0x6d0FLYlN1R0NyWFBqekxBbkhNSmZxN1dqcl83ZlBUampzTDJ1SlpvdHhqaDZrdWRVTWE3WVRyQ3RoWnJCU0VtS1FpTTFzWnNYc1ByNGNUTWZxTGdxNVRxWFdiRXVLc3MySEYxXzMtY21KTFJINVRpRWJ0cF8zX3A1ZUVkVmp1VHBHa0NqRlJIU0dUdmlXbk5oNUpzZklJelQ2NjhHaG1jR0dIUXI?oc=5,Foreks,tr,"<a href=""https://news.google.com/rss/articles/CBMi8AFBVV95cUxOdW53UVhuYXlhTEY3V1pZV00yV3RINFJvbi1TY0M3ajBlTVJqYXlTUzloMTlTQnVScThGTHU2cDVVV19oSktDakE1T0x6d0FLYlN1R0NyWFBqekxBbkhNSmZxN1dqcl83ZlBUampzTDJ1SlpvdHhqaDZrdWRVTWE3WVRyQ3RoWnJCU0VtS1FpTTFzWnNYc1ByNGNUTWZxTGdxNVRxWFdiRXVLc3MySEYxXzMtY21KTFJINVRpRWJ0cF8zX3A1ZUVkVmp1VHBHa0NqRlJIU0dUdmlXbk5oNUpzZklJelQ2NjhHaG1jR0dIUXI?oc=5"" target=""_blank"">ForInvest Haber borsa kapanış tahmini anketi sonuçlandı</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Foreks</font>"
yahoo,en,finance,2026-04-22T10:47:47Z,"Market Digest: AAPL, GPC, UNH, ZION, TRI",https://finance.yahoo.com/research/reports/ARGUS_46808_MarketSummary_1776854867000?yptr=yahoo&ncid=yahooproperties_plusresear_nm5q6ze1cei,Argus Research,en,
google,en,finance,2026-04-22T10:44:40Z,Is Texas (TXN) stock forming a squeeze pattern | Texas Posts 2.8% EPS Miss On Sluggish Chip Demand - Downside Surprise - Cổng thông tin điện tử Tỉnh Sơn La,https://news.google.com/rss/articles/CBMiywFBVV95cUxNYlhwVFZTd2VIbl9icGtFWFZBQTg2djA3OVRxRlJMRDRzVWZrMzV0LTFMODJvV3hkUkZtX09Hd2p5RWNNZTBGTGdSNTJuVHhQb2FfRHlSZjhwcGRQTWE0UEpaVEJYcHZPalM2SXY4N1lBX0d2ZlVjQ0lDczJVallqdnd0Y3lLWlN3TlM4RGpEQ25UZy1aS2lBVDhKdTVUa2lqTkZSSnlpY25WMmh0QkFURFB0bm1vZjdlc2dYTXVUYkMzUGtSR2t4R0xNWQ?oc=5,Cổng thông tin điện tử Tỉnh Sơn La,en,"<a href=""https://news.google.com/rss/articles/CBMiywFBVV95cUxNYlhwVFZTd2VIbl9icGtFWFZBQTg2djA3OVRxRlJMRDRzVWZrMzV0LTFMODJvV3hkUkZtX09Hd2p5RWNNZTBGTGdSNTJuVHhQb2FfRHlSZjhwcGRQTWE0UEpaVEJYcHZPalM2SXY4N1lBX0d2ZlVjQ0lDczJVallqdnd0Y3lLWlN3TlM4RGpEQ25UZy1aS2lBVDhKdTVUa2lqTkZSSnlpY25WMmh0QkFURFB0bm1vZjdlc2dYTXVUYkMzUGtSR2t4R0xNWQ?oc=5"" target=""_blank"">Is Texas (TXN) stock forming a squeeze pattern | Texas Posts 2.8% EPS Miss On Sluggish Chip Demand - Downside Surprise</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Cổng thông tin điện tử Tỉnh Sơn La</font>"
google,en,finance,2026-04-22T10:43:02Z,Crypto exchanges gear up to launch US perpetual futures ahead of rule change - Reuters,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPOERWMTJVQzd6NkVwc0oxTVE0ZGIxMXhLREhQQzEwaE90ZnNkaVlZenJDNFJKajl3NU5hQlIyWTIyUklyRUYwOHg1UXg2RUpiUENvdkQ5dGhHVzZfUTFsMTVQaDlyR1c5WUhzam5OeHNLWm9xMl9ocEJ5RHR1VVhYNzdBU280NUxJYkRSZEowR0tEMG10R2hRTjVmS0hSY09yNEx3NWZLVXBBaWMyRUZxUjNkZDhSR25oRjdka3FIS3E?oc=5,Reuters,en,"<a href=""https://news.google.com/rss/articles/CBMiwAFBVV95cUxPOERWMTJVQzd6NkVwc0oxTVE0ZGIxMXhLREhQQzEwaE90ZnNkaVlZenJDNFJKajl3NU5hQlIyWTIyUklyRUYwOHg1UXg2RUpiUENvdkQ5dGhHVzZfUTFsMTVQaDlyR1c5WUhzam5OeHNLWm9xMl9ocEJ5RHR1VVhYNzdBU280NUxJYkRSZEowR0tEMG10R2hRTjVmS0hSY09yNEx3NWZLVXBBaWMyRUZxUjNkZDhSR25oRjdka3FIS3E?oc=5"" target=""_blank"">Crypto exchanges gear up to launch US perpetual futures ahead of rule change</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>"
google,tr,finance,2026-04-22T10:39:12Z,Avrupa’da kripto yatırımcılarının oranı dört büyük ekonomide yüzde 25’e ulaştı - getmidas.com,https://news.google.com/rss/articles/CBMixwFBVV95cUxNSjRCM3QwWWZtRVpNcGRWbXh5cHpJblBSRWdvSEtEemZ2cFljQ3VHbXYyWktWb2o1MkFUVHlTb0VMSzhaMGNsVkpsR1RVRG9jQVhSRGlaQzBRQ2Y1a3c1U2JJVkQ0aERqWDFLeDdLS0xmWkdJNzBXRENZVWU2Qzc3WDhYU0U5XzN3NFRqNEtzRlpRQWYtbllleXVoZlVVX21lTVRpS1k4ZGREZWIwM3lqODNYZG5XTGpGVGtPSVhQbThiclI4ajNN?oc=5,getmidas.com,tr,"<a href=""https://news.google.com/rss/articles/CBMixwFBVV95cUxNSjRCM3QwWWZtRVpNcGRWbXh5cHpJblBSRWdvSEtEemZ2cFljQ3VHbXYyWktWb2o1MkFUVHlTb0VMSzhaMGNsVkpsR1RVRG9jQVhSRGlaQzBRQ2Y1a3c1U2JJVkQ0aERqWDFLeDdLS0xmWkdJNzBXRENZVWU2Qzc3WDhYU0U5XzN3NFRqNEtzRlpRQWYtbllleXVoZlVVX21lTVRpS1k4ZGREZWIwM3lqODNYZG5XTGpGVGtPSVhQbThiclI4ajNN?oc=5"" target=""_blank"">Avrupa’da kripto yatırımcılarının oranı dört büyük ekonomide yüzde 25’e ulaştı</a>&nbsp;&nbsp;<font color=""#6f6f6f"">getmidas.com</font>"
google,en,finance,2026-04-22T10:37:32Z,Trump extends Iran ceasefire — but market focus has already drifted elsewhere - CNBC,https://news.google.com/rss/articles/CBMijgFBVV95cUxPVm1WR2dYZEhsS0gzZjJ3Z0p2N0Nxc0FqUkdTbFVaMDh1MHMxdEVNYnpIU0ZFdmhxSHBEUEs5Z2VZV0ZvZUJZVnBwN0RnYzJjN3prMVkwX0ppeGYyUnJ2bTN6TmtCTXp3U3dEWXk0Q18wWmhzQ3B1Z2RXR3p0VDFwZlY0Rm1tQmFRMm9RZ0Zn0gGTAUFVX3lxTE1fblhSQ2FnaXF6Uzdzc25fakNVci12Y0phOGFIWUVfYVV2N1lwRGJKdXkwS3FaTWU1LVhYdk83Y2V1cWtvU3lQOWpEWUlNbkM1VWk1eVZlUmFHUlhZVkpwczI0dV9IcU1SSVkzSkdYODN6WWxRYTV1MXo5WF9rd1U4V1Z3eDk1SnpVQ1plN2V4cVhzSQ?oc=5,CNBC,en,"<a href=""https://news.google.com/rss/articles/CBMijgFBVV95cUxPVm1WR2dYZEhsS0gzZjJ3Z0p2N0Nxc0FqUkdTbFVaMDh1MHMxdEVNYnpIU0ZFdmhxSHBEUEs5Z2VZV0ZvZUJZVnBwN0RnYzJjN3prMVkwX0ppeGYyUnJ2bTN6TmtCTXp3U3dEWXk0Q18wWmhzQ3B1Z2RXR3p0VDFwZlY0Rm1tQmFRMm9RZ0Zn0gGTAUFVX3lxTE1fblhSQ2FnaXF6Uzdzc25fakNVci12Y0phOGFIWUVfYVV2N1lwRGJKdXkwS3FaTWU1LVhYdk83Y2V1cWtvU3lQOWpEWUlNbkM1VWk1eVZlUmFHUlhZVkpwczI0dV9IcU1SSVkzSkdYODN6WWxRYTV1MXo5WF9rd1U4V1Z3eDk1SnpVQ1plN2V4cVhzSQ?oc=5"" target=""_blank"">Trump extends Iran ceasefire — but market focus has already drifted elsewhere</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNBC</font>"
google,en,finance,2026-04-22T10:35:00Z,Retirees: Here's Why I'd Own SCHD Over Bonds in a Volatile Market - Yahoo Finance,https://news.google.com/rss/articles/CBMilAFBVV95cUxPT1VyektkWE83SnhYU2twbUl3anhsZFRKM1JVZU50VzRLMmRZTENIZnNlMVpRd3kwZEtPRHV3U0R0bGlVb2QzS0JZcldxSi1hTVBvdEtUTlJFY2tpbkZ3ZzljYTBvaDVJV21KY3RaRTBMOFFPdXBmWHNQTHAwdk1Tb2VWODNHR3hFaXVROFQ0bWN1aDNW?oc=5,Yahoo Finance,en,"<a href=""https://news.google.com/rss/articles/CBMilAFBVV95cUxPT1VyektkWE83SnhYU2twbUl3anhsZFRKM1JVZU50VzRLMmRZTENIZnNlMVpRd3kwZEtPRHV3U0R0bGlVb2QzS0JZcldxSi1hTVBvdEtUTlJFY2tpbkZ3ZzljYTBvaDVJV21KY3RaRTBMOFFPdXBmWHNQTHAwdk1Tb2VWODNHR3hFaXVROFQ0bWN1aDNW?oc=5"" target=""_blank"">Retirees: Here's Why I'd Own SCHD Over Bonds in a Volatile Market</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>"
google,tr,finance,2026-04-22T10:34:27Z,"Evercore ISI, marj baskıları nedeniyle UPS hisse hedefini 113 dolara indirdi - Investing.com Türkiye",https://news.google.com/rss/articles/CBMizAFBVV95cUxPR2s2Q2VGZDBYYXNlTXRjN2RPRjRDYUNqZ25XenY2NUU1dEl0dkRWR0M0TmhFZ0RYM0IySWgxcEI0VlI3dE5HMk1kMDRYOWdvT0V5WGVYOG83ZDBxRjlQNnNLV3JPUVRqb1lYYTZtbFhtR244aHFaTER0SzJkemxRVVpuaUl6RWVfeE1tdkJvbDV3RlY3OEI2UDVhdXRnOV8tMUQ5Tmp5ZVpUb3o4SW1iZVpBZzBCSDh6VUtvY0REQUVYZXJYLUhJSHBYdzM?oc=5,Investing.com Türkiye,tr,"<a href=""https://news.google.com/rss/articles/CBMizAFBVV95cUxPR2s2Q2VGZDBYYXNlTXRjN2RPRjRDYUNqZ25XenY2NUU1dEl0dkRWR0M0TmhFZ0RYM0IySWgxcEI0VlI3dE5HMk1kMDRYOWdvT0V5WGVYOG83ZDBxRjlQNnNLV3JPUVRqb1lYYTZtbFhtR244aHFaTER0SzJkemxRVVpuaUl6RWVfeE1tdkJvbDV3RlY3OEI2UDVhdXRnOV8tMUQ5Tmp5ZVpUb3o4SW1iZVpBZzBCSDh6VUtvY0REQUVYZXJYLUhJSHBYdzM?oc=5"" target=""_blank"">Evercore ISI, marj baskıları nedeniyle UPS hisse hedefini 113 dolara indirdi</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investing.com Türkiye</font>"
